timestamp,group,tar,scientific,birdnet,tar_sex,alarm,flock,flock_sex,flock_proximity,aux_response,auxID,tar_add_to_flock
230805-071505,ssf,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,hyma,u,8,,,0
230805-071505,ssf,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,hyma,u,8,,,0
230805-071505,ssf,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,hyma,u,8,,,0
230805-071505,ssf,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,hyma,,,,,1
230805-074744,pair,onsa,Oneillornis salvini,Gymnopithys salvini,,0,onsa,f,4,,,0
230805-074744,pair,onsa,Oneillornis salvini,Gymnopithys salvini,,0,onsa,,,,,1
230805-092801,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,m,9,,,0
230805-092801,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,xigu,u,16,,,0
230805-092801,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,u,18,,,0
230805-092801,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,,,,,1
230805-121319,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,raca,u,8,,,0
230805-121319,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,raca,u,8,,,0
230805-121319,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,raca,u,8,,,0
230805-121319,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,raca,,,,,1
230805-134820,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,m,11,,,0
230805-134820,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,m,8,,,0
230805-134820,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,,,,,1
230805-141535,msf,haru,Habia rubica,Habia rubica,,1,haru,f,10,,,0
230805-141535,msf,haru,Habia rubica,Habia rubica,,1,mylo,m,4,,,0
230805-141535,msf,haru,Habia rubica,Habia rubica,,1,mylo,f,7,,,0
230805-141535,msf,haru,Habia rubica,Habia rubica,,1,haru,,,,,1
230806-073715,solo,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,na,,,,,0
230806-075427,pair,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,mylo,f,1,,,0
230806-075427,pair,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,mylo,,,,,1
230806-094904,solo,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,na,,,,,0
230806-104238,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,moni,u,6,,,0
230806-104238,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,tasc,f,7,,,0
230806-104238,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,tasc,m,9,,,0
230806-104238,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,lolu,m,9,,,0
230806-104238,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,moni,,,,,1
230806-111141,solo,moni,Monasa nigrifrons,Monasa nigrifrons,,0,na,,,,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,f,7,a,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,m,5,a,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,f,9,a,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,m,11,a,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,f,11,a,,0
230807-071222,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,1,,,,,1
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,sama,u,4,a,,0
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,haru,m,11,a,,0
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,haru,f,12,a,,0
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,thar,m,18,c,,0
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,deru,u,12,u,,0
230807-083013,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,xigu,,,,,1
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,f,6,a,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,xigu,u,3,f,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,myax,m,4,c,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,myax,f,6,c,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,m,8,u,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,f,8,c,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,tasc,m,4,c,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,leam,u,10,u,,0
230810-094606,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,,,,,1
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,m,17,u,,0
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,mylo,f,17,u,,0
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,myax,m,15,u,,0
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,f,14,u,,0
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,xigu,u,20,u,,0
230810-111956,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,thar,,,,,1
240611-085952,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240611-085952,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,c,,
240611-085952,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,c,,
240611-085952,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240611-085952,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240611-085952,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240613-083208,solo,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240613-083208,solo,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240613-083208,solo,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,u,,
240613-093649,solo,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,1,,,,a,,
240613-101110,msf,teer,Terenotriccus erythrurus,Terenotriccus erythrurus,,1,,,,a,,
240613-101110,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240613-101110,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240613-101110,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240613-101110,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240613-101110,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240613-101110,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240613-135252,solo,trme,Trogon melanurus,Trogon melanurus,,0,,,,q,,
240614-081710,solo,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240614-094718,msf,atbo,Attila bolivianus,Attila bolivianus,,1,,,,a,,
240614-094718,msf,defu,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,0,,,,q,,
240614-094718,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240614-094718,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240614-094718,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240614-094718,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240614-094718,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240614-094718,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240614-094718,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240614-102834,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240614-102834,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240614-102834,msf,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240614-102834,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,s,,
240614-102834,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240614-102834,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240617-072034,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240617-072034,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240617-072034,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240617-072034,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240617-072034,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240617-072034,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,m,,
240617-072034,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240617-072034,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240617-072034,msf,phpy,Philydor pyrrhodes,Philydor pyrrhodes,,0,,,,q,,
240617-072034,msf,picl,Piprites chloris,Piprites chloris,,0,,,,q,,
240617-072034,msf,picl,Piprites chloris,Piprites chloris,,0,,,,q,,
240617-080522,msf,cyli,Cymbilaimus lineatus,Cymbilaimus lineatus,,1,,,,a,,
240617-080522,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,c,,
240617-080522,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240617-080522,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240617-080522,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240617-080522,msf,foan,Formicarius analis,Formicarius analis,,0,,,,c,,
240617-085526,solo,trco,Trogon collaris,Trogon collaris,,0,,,,q,,
240617-102058,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240617-102058,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240617-111600,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240617-111600,msf,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240618-094613,solo,teer,Terenotriccus erythrurus,Terenotriccus erythrurus,,0,,,,q,,
240618-101803,pair,pami,Pachyramphus minor,Pachyramphus minor,,1,,,,a,,
240618-101803,pair,pami,Pachyramphus minor,Pachyramphus minor,,0,,,,q,,
240619-064521,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240619-064521,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240619-064521,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240619-064521,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240619-064521,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240619-100927,pair,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240619-100927,pair,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,,,,a,,
240619-142627,pair,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240619-142627,pair,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240620-065952,pair,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240620-065952,pair,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240620-074835,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240620-074835,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240610-083000,pair,cale,Cantorchilus leucotis ,Cantorchilus leucotis ,,0,,,,c,,
240610-083000,pair,cale,Cantorchilus leucotis ,Cantorchilus leucotis ,,0,,,,q,,
240620-092831,pair,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240620-092831,pair,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,1,,,,a,,
240620-092831,pair,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240620-092831,pair,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240620-092831,pair,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240620-144654,ssf,mygr,Myiozetetes granadensis,Myiozetetes granadensis,,0,,,,q,,
240620-144654,ssf,mygr,Myiozetetes granadensis,Myiozetetes granadensis,,0,,,,q,,
240620-144654,ssf,daca,Dacnis cayana,Dacnis cayana,,0,,,,c,,
240620-144654,ssf,tame,Tangara mexicana,Tangara mexicana,,0,,,,c,,
240620-144654,ssf,vich,Vireo chivi,Vireo olivaceus,,0,,,,q,,
240620-144654,ssf,tach,Tangara chilensis,Tangara chilensis,,0,,,,c,,
240620-144654,ssf,tasc,Tangara schrankii,Tangara schrankii,,0,,,,c,,
240620-144654,ssf,tasc,Tangara schrankii,Tangara schrankii,,0,,,,c,,
240620-144654,ssf,mecr,Melanerpes cruentatus,Melanerpes cruentatus,,0,,,,q,,
240620-144654,ssf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240620-144654,ssf,daca,Dacnis cayana,Dacnis cayana,,0,,,,c,,
240620-144654,ssf,myma,Myiodynastes maculatus,Myiodynastes maculatus,,0,,,,q,,
240620-144654,ssf,tame,Tangara mexicana,Tangara mexicana,,0,,,,c,,
240620-144654,ssf,mecr,Melanerpes cruentatus,Melanerpes cruentatus,,0,,,,c,,
240620-144654,ssf,lolu,Loriotus luctuosus,Tachyphonus luctuosus,,0,,,,u,,
240620-144654,ssf,thep,Thraupis episcopus,Thraupis episcopus,,0,,,,u,,
240620-153552,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240620-153552,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240620-153552,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240620-153552,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240620-160139,solo,myma,Myiodynastes maculatus,Myiodynastes maculatus,,0,,,,q,,
240621-070340,solo,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240621-072937,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,q,,
240621-072937,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,q,,
240621-072937,ant,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240621-072937,ant,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240621-072937,ant,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240621-072937,ant,cyar,Cyphorhinus arada,Cyphorhinus arada,,0,,,,q,,
240621-083745,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240621-083745,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240621-091842,pair,plco,Platyrinchus coronatus,Platyrinchus coronatus,,0,,,,q,,
240621-091842,pair,plco,Platyrinchus coronatus,Platyrinchus coronatus,,0,,,,q,,
240621-095622,solo,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240621-104329,msf,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,,1,,,,a,,
240621-104329,msf,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,,0,,,,u,,
240621-104329,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240621-104329,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240621-104329,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,u,,
240621-104329,msf,cale,Cantorchilus leucotis ,Cantorchilus leucotis ,,0,,,,u,,
240621-104329,msf,thsc,Thamnophilus schistaceus,Thamnophilus schistaceus,,0,,,,u,,
240621-104329,msf,thsc,Thamnophilus schistaceus,Thamnophilus schistaceus,,0,,,,u,,
240621-104329,msf,cyli,Cymbilaimus lineatus,Cymbilaimus lineatus,,0,,,,u,,
240621-104329,msf,papo,Pachyramphus polychopterus,Pachyramphus polychopterus,,0,,,,u,,
240622-090837,pair,phpy,Philydor pyrrhodes,Philydor pyrrhodes,,0,,,,c,,
240622-090837,pair,phpy,Philydor pyrrhodes,Philydor pyrrhodes,,0,,,,c,,
240622-100340,solo,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,1,,,,a,,
240622-102334,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240622-102334,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240622-102334,msf,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,,0,,,,q,,
240622-102334,msf,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,,0,,,,c,,
240622-102334,msf,phpy,Philydor pyrrhodes,Philydor pyrrhodes,,0,,,,q,,
240622-102334,msf,cyli,Cymbilaimus lineatus,Cymbilaimus lineatus,,0,,,,s,,
240622-102334,msf,catu,Campylorhynchus turdinus,Campylorhynchus turdinus,,0,,,,q,,
240622-102334,msf,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240622-102334,msf,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240622-102334,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,,,,a,,
240624-070236,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240624-070236,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,c,,
240624-070236,lek,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240624-070236,lek,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240624-74119,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,c,,
240624-74119,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240624-081645,pair,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,1,,,,a,,
240624-081645,pair,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240624-081645,pair,cale,Cantorchilus leucotis ,Cantorchilus leucotis ,,0,,,,s,,
240624-083342,solo,trcu,Trogon curucui,Trogon curucui,,0,,,,q,,
240624-083342,pair,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240624-083342,pair,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240624-093426,pair,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240624-093426,pair,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240624-093426,pair,phhi,phaethornis hispidus,phaethornis hispidus,,0,,,,c,,
240624-093426,pair,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240624-093426,pair,plco,Platyrinchus coronatus,Platyrinchus coronatus,,0,,,,s,,
240624-093426,pair,plco,Platyrinchus coronatus,Platyrinchus coronatus,,0,,,,s,,
240624-100616,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,1,,,,a,,
240624-100616,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240624-100616,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240624-100616,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240624-100616,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240624-100616,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,u,,
240624-100616,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,u,,
240624-164255,pair,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240624-164255,pair,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,c,,
240624-172852,pair,draf,Dryobates affinis,Dryobates affinis,,0,,,,q,,
240624-172852,pair,draf,Dryobates affinis,Dryobates affinis,,0,,,,q,,
240625-074901,pair,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,1,,,,a,,
240625-074901,pair,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,c,,
240625-083716,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240625-083716,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240625-083716,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240625-083716,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240625-083716,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240625-083716,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240625-083716,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240625-083716,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240625-134500,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240625-134500,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240625-134500,lek,pifa,Pipra fasciicauda,Pipra fasciicauda,,0,,,,q,,
240627-073204,solo,foan,Formicarius analis,Formicarius analis,,0,,,,q,,
240627-081940,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240627-081940,pair,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,,0,,,,q,,
240627-100439,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240627-100439,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240627-100439,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240627-100439,msf,moni,Monasa nigrifrons,Monasa nigrifrons,,0,,,,q,,
240627-100439,msf,caau,Capito auratus,Capito auratus,,0,,,,q,,
240627-100439,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240627-100439,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240627-100439,msf,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,,0,,,,q,,
240627-100439,msf,xeru,Xenops rutilans,Xenops rutilans,,0,,,,q,,
240627-100439,msf,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240627-100439,msf,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240627-100439,msf,thsc,Thamnophilus schistaceus,Thamnophilus schistaceus,,0,,,,s,,
240627-110413,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,,,,a,,
240627-110413,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240627-110413,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,s,,
240627-110413,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240627-110413,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240627-110413,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240627-110413,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240627-110413,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240627-110413,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240627-110413,msf,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,,0,,,,q,,
240627-110413,msf,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,,0,,,,q,,
240709-095534,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240709-095534,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240709-095534,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,1,,,,a,,
240709-095534,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240709-095534,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240709-095534,msf,qupu,Querula purpurata,Querula purpurata,,0,,,,q,,
240709-095534,msf,qupu,Querula purpurata,Querula purpurata,,0,,,,q,,
240710-070558,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240710-070558,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240710-070558,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240710-070558,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240710-095152,solo,dici,Dichrozona cincta,Dichrozona cincta,,0,,,,q,,
240710-115942,ssf,momo,Monasa morphoeus,Monasa morphoeus,,1,,,,a,,
240710-115942,ssf,momo,Monasa morphoeus,Monasa morphoeus,,1,,,,a,,
240710-115942,ssf,momo,Monasa morphoeus,Monasa morphoeus,,1,,,,a,,
240710-115942,ssf,momo,Monasa morphoeus,Monasa morphoeus,,1,,,,a,,
240711-083426,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240711-083426,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,c,,
240711-083426,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,c,,
240711-083426,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240711-083426,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240711-083426,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240711-083426,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240711-083426,msf,xxxx,#N/A,#N/A,,1,,,,a,,
240711-083426,msf,mymy,Myrmoborus myotherinus,Myrmoborus myotherinus,,0,,,,c,,
240711-114625,lek,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,,0,,,,q,,
240711-114625,lek,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,,0,,,,q,,
